name,lat,lon,city,zip
New York Gallery Tours,-74.00394434,40.73459524,New York,10014
Nexus Gallery Inc,-73.98394512,40.73042494,New York,10003
Nohra Haime Gallery,-73.9721042,40.76237002,New York,10022
Nolan Eckman Gallery,-73.9977399,40.72397829,New York,10012
Northstar Research Associates Inc,-73.97484366,40.78956299,New York,10024
Nyabinghi Africian Gift Shop,-74.00815285,40.71523507,New York,10007
O J Art Gallery,-73.9982901,40.73488847,New York,10011
O.K. Harris Gallery,-74.00207056,40.72368862,New York,10012
Object-Image,-73.97789833,40.67984871,Brooklyn,11217
Oditi Inc,-73.95084961,40.78636482,New York,10029
Odyssia Gallery,-73.96269814,40.76187475,New York,10021
Old Print Shop Inc,-73.98194844,40.74367322,New York,10016
Omniguard Art Guarantee,-74.01147224,40.70893881,New York,10006
One Twenty Eight,-73.98691303,40.71980652,New York,10002
Opera Gallery,-73.99994844,40.72381494,New York,10012
